X,Y,Location_notes,Encounter_type,Date_of_observation,Comments,Review_status
-79.67069,43.49803,,Sighting,10/4/2017,Was on my bicycle when I noticed the coyote standing just west of the playground in between the park and Ford Drive. As I was trying to take a photo he walked into the cover of bushes.,Complete
-79.6915896,43.4191618,,Encounter,10/3/2017,This must be the 10th time I've seen a coyote on our street or across the street from our street at Willowridge Court (Lakeshore & Fourth Line) area. They literally followed us home yesterday and we are now afraid to go for a walk at any time of day.,Complete
-79.68481215,43.42966056,,Encounter,10/3/2017,Coyotes were roaming my yard and did not run when they saw me,Complete
-79.69805268,43.42005557,,Encounter,10/4/2017,"Healthy coyote 
Moving fast 
Went through  the path kinoak
4 neighboor hazed him 
Ran to Rebecca no time for picture
Too Quick",Complete
-79.64113908,43.47076404,,Encounter,10/5/2017,Coyote came across front garden - usual path- it came across me and a guy working in my garden - it didn’t turn it stopped for a minute then went within 6 feet of the worker who had nowhere he could run to- i thought it was going to attack him,Complete
-79.69286025,43.41564,,Sighting,10/5/2017,"Coyote on someone's front lawn in front of their porch, getting some shade under the tree.",Complete
-79.686211,43.4481767,,Sighting,10/6/2017,I was sitting in my balcony and saw a baby cayote kind of barking crossed road from oakhill 20 building to 41 speers speers road. Around 12:45am. I made video too but website is not allowing me to upload 53mb file.,Complete
-79.637883,43.47645714,,Sighting,10/6/2017,,Complete
-79.68341718,43.44659925,,Sighting,10/5/2017,,Complete
-79.67896471,43.44758069,,Sighting,10/5/2017,,Complete
-79.68410973,43.42994407,,Feeding,9/30/2017,Two coyotes at approximately 2pm attacked our loved cat of 16 years. The cat was in our backyard close to the doors to our house when she was attacked. We found two areas of her fur and a bone on our property. Two neighbours witnessed the coyotes carrying,Complete
-79.68399171,43.42989732,,Sighting,10/1/2017,"The coyotes that hunted and ate our cat came back multiple times. It is a 6 days later, and they have come back everyday. I have young children and can no longer let them play outside.",Complete
-79.68186573,43.45107997,,Sighting,10/6/2017,,Complete
-79.65758751,43.49810519,,Sighting,9/19/2017,,Complete
-79.67608675,43.43831168,,Sighting,10/7/2017,"Maurice drive / lakeshore on sidewalk
Same that was on willowbrook in pm 
Humane society came in pm",Complete
-79.68546686,43.42207708,,Sighting,10/7/2017,one well fed coyote,Complete
-79.7012581,43.4072567,,Sighting,10/7/2017,"Coyote has been in our backyard every afternoon for at least a week. He sprawls out on the grass and sleeps in the sun. Each time I have yelled and waved my arms,  it skin is behind the trees but returns in 5 or ten minutes.",Complete
-79.69232211,43.41654455,,Sighting,10/9/2017,Male & female basking on front lawns over course of several hours at 173/177/181 Tweedsdale Cres. Female mange is quite severe: one eye closed up. Male has some mangy spots.  They have been spending a lot of time on the street over the past several days.,Complete
-79.7454084,43.44496347,,Sighting,10/10/2017,Coyote sighting at West Oak Trails Blvd and Bloomfield Drive. Coyote crossed from south side to north side of West Oak Trails Blvd. and continued walking into the ravine.,Complete
-79.67752705,43.43709555,,Sighting,10/10/2017,2 coyotes on sidewalk walking along Lakeshore Rd W / Brookfield Rd,Complete
-79.68636607,43.42114527,,Sighting,10/5/2017,"I've seen a Coyote multiple times on our front yard lying down and moving between our yard and the neighbors yard, I have small kids and I'm not sure it is safe.",Complete
-79.73616653,43.44387831,,Sighting,10/12/2017,"Saw a coyote standing at the edge of the grass, near the road, right beside the Loyola high school, watching the cars pass by. Looked well fed and did not appear to have mange.",Complete
-79.72257743,43.46750991,,Sighting,10/13/2017,"Saw four coyotes (full grown) crossing Munn's Avenue.  They stayed on the road for a few minutes, and then headed north on the trail.",Complete
-79.75807162,43.44362117,,Sighting,10/15/2017,Crossing road Kingsridge Drive and Sandstone Crescent by McCraney Creek/pathway heading north towards Pine Glen Drive,Complete
-79.665389,43.5038085,,Sighting,10/10/2017,"I Stepped out from my home around 6:15 am in the morning on October 9, 2017.I saw a Coyote was walking slowly on our side walk. I was bit scared but then Coyote saw me as well and she ran away. Just a heads up so you are aware of Coyotes in our area.",Complete
-79.6959856,43.41870522,,Sighting,10/15/2017,Coyote sleeping on our front lawn.,Complete
-79.68371311,43.43793297,,Sighting,10/14/2017,I was working in my garage behind 212 Dorval when one galloped by my open garage.   It ran into the park at Royal Oakville club.   Happened around 12:30 this afternoon,Complete
-79.74725747,43.44301735,,Sighting,10/16/2017,"I was out with my dogs at the corner of West Oak Trails and Nightingale. I saw one large coyote walking eastbound on West Oak Trails, soon followed by a second. They were walking in the middle of the road. They looked at me but that's all.",Complete
-79.69403884,43.43134704,,Sighting,10/15/2017,,Complete
-79.68674375,43.43817903,,Sighting,10/14/2017,"We saw a large coyote in our backyard. It had a lame/broken back leg and was limping. It was in the middle of grassed backyard, not hiding or afraid. It walked between our house and our neighbour's house, then went east on the sidewalk towards Dorval.",Complete
-79.69783172,43.41661156,,Sighting,10/15/2017,At 10:30 this morning coyote sighted sitting in the parking lot of Woodside Library,Complete
-79.68371311,43.43793297,,Sighting,10/14/2017,I was working in my garage behind 212 Dorval when one galloped by my open garage.   It ran into the park at Royal Oakville club.   Happened around 12:30 this afternoon,Complete
-79.73594556,43.46682469,,Sighting,10/16/2017,"Observed two full-grown coyotes crossing River Glen, into school yard.",Complete
-79.77298873,43.34466972,,Sighting,10/16/2017,"Leaving for work and my son, saw 5 large adults cross the neighbors lawn on Pine Cove Road, Burlington. They came from Gary Allan High School through a backyard to the west side of Pine Cove then proceed to pass two houses and head West on Myers Lane.",Complete
-79.65641938,43.49806821,,Sighting,11/7/2017,2 coyotes seen at Abbotwood Court and Sir David Drive at approximately 6:30 am.,Complete
-79.69841317,43.43400683,,Sighting,10/29/2017,,Complete
-79.6857525,43.4534265,,Encounter,11/7/2017,"Two coyotes wandering, Husky size",Complete
-79.679654,43.44092714,,Encounter,11/8/2017,"715am, Walking the dog at Trafalgar park( Deane & felan) and a coyote came out from behind a tree, near the kids climbers, by the arena. This coyote has been in the area and behind houses on Deane for the past few days",Complete
-79.65993948,43.50244643,,Sighting,11/8/2017,Sherwood Heights forest,Complete
-79.71098583,43.4058438,,Sighting,11/9/2017,"A large mangy looking coyote ran across Rebecca St. right near Stanfield road on to a yard on the north side of the road.
It was daylight and 4:00 in the afternoon.",Complete
-79.65410473,43.50045021,,Sighting,11/9/2017,Large coyote walked up Jonathan onto front yard of house at corner of Jonathan and Dogwood Crescent then to Avonhead trail behind that house and crossed back over to the trail on the other side of Jonathon and into the shrubs.,Complete
-79.69587233,43.42378293,,Encounter,11/10/2017,coyote resting in the sun in my backyard. I made a threatening sound and gesture and it easily jumped the fence into the yard of the vacant house next door. This was a large healthy animal.,Complete
-79.75285329,43.44836719,,Encounter,11/9/2017,"At first, I thought it's a fox so me and my daughter followed it, but later we found it's gray. He hear our foot steps and sat down and looked at us. We stopped chasing, he was very calm and then go away.",Complete
-79.68383237,43.42794733,,Sighting,11/11/2017,"Several coyotes heard in immediate neighbourhood making a kill, approx. 9:45. Many sightings in past 3 months. Pet cat taken in broad daylight Aug 20th. Encounters with neighbourhood children; coyotes undeterred by noise and thrown objects.",Complete
-79.7346648,43.42769029,,Encounter,11/11/2017,along path with  dog and husband. 200 feet ahead of us we noticed coyote walkkng away from us. It turned stopped & stared we used air horn but it started walking towards us. We backed awayusing horn til we could go up to kings college path. It had no fear,Complete
-79.73222388,43.42239446,,Encounter,11/10/2017,On path beside parking lot with onleash dog.   Saw coyote 60 feet away. Used air horn but it took steps towards us. We backed away using horn but it still took more steps towards us until we were on sidewalk and we could walk away.,Complete
-79.74974744,43.43110721,,Sighting,11/13/2017,"Two coyotes were howling, barking and walking around the south side, grassy area of Reeves Gate and Upper Middle.",Complete
-79.66343298,43.49521404,,Sighting,11/7/2017,"Suspect Coywolf sighted at Kingsway and Wynten Way, Oakville proceeding southbound to park/greenbelt located at this location.  About 1 1/2 times the size of regular coyote.  Very large head and barrel chest (male).  Looked to be in excellent condition.",Complete
-79.72750021,43.44357291,,Sighting,11/13/2017,Observed adult coyote walking toward trail at the end of Barberry Green. He appeared to be coming from Nottinghill Gate.,Complete
-79.74392928,43.45480297,,Encounter,11/14/2017,Coyote was standing on our front lawn as my husband was returning from a brief walk around the block fo4 a final walk around 12:15am.  Both dogs barked and the coyote stared back. It finally moved off our front lawn when my husband waved his arms.,Complete
-79.71467709,43.48072009,,Feeding,11/4/2017,"A coyote caught a rabbit and ate it between  our neighbours and our house, leaving a lot of fur and mess.",Complete
-79.68246689,43.44505763,,Sighting,11/15/2017,,Complete
-79.72179937,43.43498172,,Encounter,11/15/2017,"While doing morning jog. Coyote came from Berkshire Ct towards the Ravine beside 1279 Pilgrims way.
Small animal (rabbit?) in its mouth. Slowed down and looked at me, I stopped and it passed me and vanish into the ravine. 08:05 h
Lucky it has food already",Complete
-79.66590906,43.49337279,,Sighting,11/16/2017,,Complete
-79.63748967,43.47416955,,Sighting,11/15/2017,,Complete
-79.68657649,43.49567996,,Sighting,11/16/2017,,Complete
-79.66142843,43.49953942,,Sighting,11/17/2017,I saw a Coyote on my way to work at 6:30am this morning. I was driving. Major intersection was Kingsway and Clearview,Complete
-79.66180569,43.49287213,,Sighting,11/13/2017,coyote in backyard- 1200 Lansdown Drive.  Viewed from inside the house,Complete
-79.69756426,43.41026315,,Sighting,11/17/2017,"A large coyote at the southern end of Viewbank Crescent, moving north up Westminster.  The coyote had large patches without fur (mange?) and was also not using one of its hind legs at all.",Complete
-79.66098201,43.46138478,,Sighting,11/18/2017,A large reasonably healthy looking coyote walked through our backyard and then across our front yard this morning. Clearly just checking everything out.,Complete
-79.72064338,43.3772922,,Feeding,11/19/2017,Coyote eating a rabbit on our neighbours driveway.,Complete
-79.68352715,43.46582019,,Sighting,11/21/2017,The coyote ran across the road in front of my car on Iroquois shore Rd. It ran from the side MacDonald's is on to the plaza where Tim Hortons is.,Complete
-79.73447592,43.44566777,,Sighting,11/21/2017,"Running North across upper middle at notting hill gate.
Came across path by loyola and went into the small ravine.",Complete
-79.73877282,43.44466033,,Sighting,11/21/2017,Saw two coyotes in the creek behind my backyard.,Complete
-79.72098822,43.43534266,,Sighting,11/15/2017,Running across road between trails,Complete
-79.73695003,43.42917003,,Sighting,11/24/2017,4 coyotes seen in trails at merchants gate/heritage way,Complete
-79.66173247,43.50447033,,Sighting,11/13/2017,"Two coyotes observed at 7am in Kingsway park, oakville.",Complete
-79.6614,43.50322,,Sighting,11/25/2017,,Complete
-79.64044707,43.47081854,,Encounter,11/26/2017,2 coyotes in front lawn,Complete
-79.6971277,43.47513607,,Sighting,11/29/2017,Ravine behind house,Complete
-79.71690767,43.38600946,,Sighting,11/29/2017,"Well, I saw a coyote.",Complete
-79.69841816,43.41277285,,Encounter,11/30/2017,At 8:00 am this morning a coyote approached a school bus stop.  It was less than 3 feet away from my daughter when a woman in a passing car noticed and pulled over and startled the coyote away with her horn. Sad that my kids don't feel safe waiting o/s.,Complete
-79.66112705,43.50349075,,Sighting,11/30/2017,I heard Coyotes howling on November 28th at 11:30pm & on November 30th at 6am. The howling & yipping sounds were coming from Kingsway park (I live beside the park). High school students walk thru the park at 7:30am to catch bus & young school kids at 9am.,Complete
-79.7086477,43.46083539,,Sighting,12/3/2017,"Munn's Creek at Onslow junction.  I was down by the creek near the lamp with 2 dogs. 2 coyotes past by on the east side, without catching my dogs attention but I saw them. They past by peacefully. Just as they past at least one other past by on the W. sid",Complete
-79.70267051,43.40542962,,Sighting,11/30/2017,"Observed from our car ""marking his territory"" in a garden on Salvator Blvd. Appeared to be in good health, completely unconcerned about the humans watching him.",Complete
-79.73475525,43.45323827,,Sighting,12/2/2017,Nearly hit coyote with car,Complete
-79.72727365,43.44412098,,Sighting,12/3/2017,Coyote was crossing Nothing Hill at Monastery intersection,Complete
-79.6783,43.43879,,Sighting,1/10/2018,"My son walking our dog came across a full grown coyote in trafalgar park both last night December 2nd around 10:30pm and again this morning around 7:45 am December 3rd.  Coyote came out from under a large tree, stood there and then went back under tree",Complete
-79.7268373,43.43032071,,Sighting,12/1/2017,"I was out walking my dog when I saw a pack of 3-4 coyotes come out of the trail on the north side of Abbeywood drive, cross the road into the trail on the southside of Abbeywood Drive. There was no interaction, my dog barked at them and they continued on.",Complete
-79.70605454,43.42493945,,Sighting,12/5/2017,,Complete
-79.759098,43.4477925,,Sighting,12/5/2017,Fox sightings 2 times within a week on our street what are the safety concerns with fox? He's been on the sidewalk & last night went onto a porch,Complete
-79.64471058,43.47054008,,Sighting,12/6/2017,I saw a coyote from my backyard while walking my dog. They’re in/ around the park behind my house. I’ve heard them feeding on something a few times around that area as well.,Complete
-79.71720229,43.43567143,,Sighting,11/25/2017,looked large and healthy!,Complete
-79.70273713,43.41280177,,Sighting,12/7/2017,Coyote lingering near community mailboxes.,Complete
-79.74722229,43.44302583,,Encounter,12/8/2017,"Walking my dogs West Oak Trails/Nightingale. A pair of coyotes approached. I tried to scare them off by yelling at them. 1 approached very close and circled us, the other kept it’s distance. Eventually one ran off east, 2nd ran up lawn on Nightingale.",Complete
-79.6486268,43.47933079,,Encounter,12/8/2017,Two large coyotes ran and stopped in front of my car in the middle of the road,Complete
-79.75396597,43.44025648,,Sighting,11/22/2017,Saw coyote on Postmaster going toward Springdaleon morning walk.  Coyote turned up Springdale and then stopped about 4 houses from corner and stared down towards me.  I went over to Glenhampton but very cautious of surroundings,Complete
-79.64619073,43.47859944,,Sighting,12/7/2017,,Complete
-79.68137011,43.44585208,,Sighting,12/5/2017,I was on my front lawn with my dog on leash. She started growling & looked across the street.  There was a coyote on my neighbours driveway across from us near the street watching. It then took a couple of steps towards us. Picked my dog up & went inside.,Complete
-79.69490297,43.43023916,,Sighting,12/9/2017,,Complete
-79.65023694,43.47821494,,Sighting,12/11/2017,Eating something in street,Complete
-79.73680499,43.45301717,,Encounter,12/10/2017,Walking south on Westoak trails at approximately 6:00 p.m. and a Coyote approached us in the vicinity of Westoak trails and Treetop Terrace.  The Coyote came from the ravine directly across from Treetop Terrace.,Complete
-79.74253843,43.44180864,,Sighting,12/12/2017,,Complete
-79.72391787,43.47918703,,Sighting,12/12/2017,3 larger than usual coyotes were seen in the Oak Park last night. Sighting only.,Complete
-79.73274837,43.46580462,,Sighting,12/12/2017,Coyote was spotted on Shannon Creek Trail very close to the Marlatt Drive parkette at 8 pm.,Complete
-79.66413882,43.49726701,,Sighting,12/14/2017,Sighted two coyotes while walking my dog. They stopped and observed us briefly but did not approach us. They gave us a wide berth as they passed us on the other side of the street. They did not make any noise or any threatening movements.,Complete
-79.66346048,43.47060653,,Encounter,12/14/2017,Ran with my dog - he chased my dog; my dog chased him.,Complete
-79.76357907,43.44590953,,Encounter,12/14/2017,Cayote was in the driveway when I opened the garage door. It just looked at me for a few seconds then ran away.,Complete
-79.74490512,43.44095109,,Sighting,12/13/2017,They were walking towards me and my dogs on the trail. I shone a light and they went into the bushes.,Complete
-79.67482082,43.44330211,,Sighting,12/14/2017,"On north sidewalk of Head St., 1 house W of Forsythe. Then headed north on Forsythe.",Complete
-79.75318947,43.44182137,,Sighting,12/14/2017,Fox sighted on Stillmeadow Rd at Springdale Road.,Complete
-79.66260584,43.47002716,,Sighting,12/14/2017,2 large coyotes walking on path in Kings woods park behind Drummond Road,Complete
-79.69596259,43.43083397,,Sighting,12/15/2017,"Furless tail and butt, middle of the street, walking house to house.",Complete
-79.76032533,43.43618159,,Sighting,12/16/2017,"Young Coyote alone on trail, appeared to be healthy and alert.",Complete
-79.7128829,43.4765476,,Sighting,12/18/2017,Cayote was walking on sidewalk,Complete
-79.68635703,43.43890325,,Sighting,12/18/2017,"Coyote casually walking up driveway, honk my SUV  horn to scare off. Headed west on Mary Street north side sidewalk.",Complete
-79.63507986,43.47358936,,Encounter,12/16/2017,A coyote bit my yorkie on the back of the head through our fenced yard before I ran at it and it ran off.,Complete
-79.6875835,43.42357553,,Sighting,12/16/2017,,Complete
-79.73570955,43.44759416,,Sighting,12/10/2017,Almost hit one in the car coming out of trail near Sandpiper and Fourth Line/Upper Middle.  He looked quite large and retreated back onto path.,Complete
-79.72686435,43.44916186,,Encounter,12/15/2017,I was passenger in a car at the traffic lights and this coyote was attempting to cross from east to west just down from the intersection of Dorval/Upper Middle,Complete
-79.69761553,43.4324311,,Sighting,12/19/2017,"front yard, passed by and seen from window",Complete
-79.68264433,43.43870695,,Sighting,12/19/2017,Sighted on Deane Ave. Seems to be living/hiding in the exposed drain pipe at the end of a driveway.,Complete
-79.68270595,43.4392147,,Sighting,12/19/2017,,Complete
-79.6254752,43.480738,,Sighting,12/19/2017,Coyote observed with no interaction.,Complete
-79.69589755,43.40703439,,Sighting,12/20/2017,Coyote looks like it has mange. It ran up my driveway and then ran away.,Complete
-79.70663536,43.40507339,,Sighting,12/20/2017,"Very large, sick looking coyote roaming corner of Solingate and Hixon St in southwest Oakville.",Complete
-79.67604943,43.44884537,,Sighting,12/22/2017,"I was just heading out to take our dog for a walk, stopped at a house next door to check a text, my dog started going crazy, I looked up and the adult coyote was walking towards us, down the middle of the street.  We were on the sidewalk.",Complete
-79.68455298,43.44913661,,Feeding,12/24/2017,Coyote was eating out of someone's garbage. Broad daylight. Looked mangy and sick.,Complete
-79.64356492,43.46874797,,Sighting,12/23/2017,,Complete
-79.72465883,43.44353798,,Sighting,12/26/2017,Animal was heading south on Nottinghill .  Did not appear to be concerned with vehicle traffic including high beams   Headed east into green belt.   Appeared healthy,Complete
-79.64040409,43.47258641,,Sighting,12/29/2017,A very Healthy Coyote walking by minding his own business.,Complete
-79.68198635,43.45321244,,Sighting,12/26/2017,On Boxing Day just before 1pm my husband and I spotted a coyote running west along the path behind the Old Mill parkette (Cornwall Rd and Trafalgar Rd area) that backs onto Sixteen Mile Creek. It was a good size and moving at a fair clip.,Complete
-79.68187333,43.45328917,,Encounter,12/26/2017,My husband & I saw a coyote running west along the path behind the Old Mill Parkette (Cornwall Rd & Trafalgar Rd area) that backs onto Sixteen Mile Creek. It was a good size and moving at a fair clip. It quickly descended down the path to the creek.,Complete
-79.74446087,43.45434469,,Sighting,12/30/2017,2 coyotes seen from car walking down residential street.,Complete
-79.6585352,43.50375032,,Sighting,1/1/2018,"Seen running along Sir David Drive, then turning into Clearview Park with an animal hanging out of its mouth around 8:00 pm",Complete
-79.74482607,43.43514176,,Sighting,12/31/2017,,Complete
-79.76357399,43.44709205,,Sighting,1/1/2018,,Complete
-79.72139056,43.38511807,,Sighting,1/1/2018,Looked in good shape,Complete
-79.69546151,43.4466325,,Sighting,12/31/2017,,Complete
-79.64104009,43.48009282,,Sighting,1/3/2018,,Complete
-79.73531253,43.44717824,,Encounter,1/2/2018,"Around 8:40pm, I was walking my dog south on Fourth Line near Glen Valley.  A coyote came out of the watershed area (pond) on the west side of Fourth Line and followed us onto Glen Valley.  I turned towards it and growled/yelled to scare it off.",Complete
-79.64167543,43.47679842,,Sighting,1/3/2018,two lovely and healthy-looking coyotes walking down the sidewalk on Elmhurst Ave this morning before sunrise,Complete
-79.70001131,43.46622868,,Sighting,1/4/2018,"Sighted from about 30m away, two coyotes about 10minutes apart, one large and dark, other small and grey",Complete
-79.68525181,43.43947832,,Sighting,1/4/2018,"This morning, I saw 2 large coyotes running up the side of Dorval Drive, at Mary Street.  They were looking behind them as though they were running away from something.",Complete
-79.63732609,43.47549533,,Sighting,1/5/2018,Two very large coyotes eating remains and walking up and down the street in the early evening.,Complete
-79.6871904,43.44425799,,Encounter,1/4/2018,I saw 2 Coyotes,Complete
-79.70213859,43.40566236,,Sighting,1/6/2018,Straggly skinny local coyote. Running in middle of Salvator Blvd. (West of Third Line),Complete
-79.76511691,43.45333922,,Sighting,1/2/2018,"I was driving and it crossed not far from
My vehicle . Looked right at me and kept looking as I stopped my car and then as I tried to take a picture , it ran away .",Complete
-79.68678066,43.44455834,,Sighting,1/1/2018,I saw 1 cayote out side and around my back yard.,Complete
-79.7533691,43.44054566,,Sighting,1/6/2018,In the car on Springdale road just off third line. coyote was just in the ravine.,Complete
-79.68686113,43.4445573,,Encounter,1/4/2018,"Me & my husband encounter 2 big coyotes in my back yard walking back & forth    Then we made a lot of noise     They didn't run, they just walked out of my backyard using my driveway & went to the  west of  Prince Charles dr. We have seen it before.",Complete
-79.71176179,43.41805569,,Sighting,1/8/2018,Running around the Trudale Ct. area seemed quite scared,Complete
-79.72104589,43.37450521,,Sighting,1/9/2018,"Seen running down Lakeshore Rd, then  jumped over a snowhill onto the sidewalk, then into the park.",Complete
-79.70267716,43.40726701,,Sighting,1/6/2018,"Coyote ran east on Seafare towards Third Line, then ran out into heavy traffic on Third Line and was stunned and confused. Last seen running east from Third Line into neighbourhood on Hixon St",Complete
-79.65186738,43.47493292,,Sighting,1/9/2018,Two coyotes running around together.,Complete
-79.69436092,43.47628858,,Sighting,1/10/2018,"It was a coyote or fox carrying a rabbit in their mouth on Holly Court. Stopped in front of a neighbors house who was not home, to eat.",Complete
-79.74304783,43.44788311,,Sighting,1/10/2018,Single coyote ran across the street into Glen Oak Creek Trail. Looked healthy.,Complete
-79.66841861,43.50266298,,Sighting,,Driving home last night at 10:45 pm at the entrance to the trail I saw 2 of them right at the entrance about 20 feet from the public sidewalk. One was eating something that looked like a rabbit or cat.  I took photos.,Complete
-79.73724056,43.44692117,,Sighting,1/11/2018,,Complete
-79.7011033,43.4955208,,Encounter,1/11/2018,"The past 2 mornings a very bold fox approached me and didn't respond to me gesturing and making noise. Jan 10th a young boy was walking to school, when he saw the fox he ran and the fox chased us both. It repeatedly followed me. I'm concerned about kids",Complete
-79.68906233,43.44308051,,Encounter,1/11/2018,It was running on slater crescent towards french school.,Complete
-79.68990116,43.43685833,,Sighting,1/12/2018,Seen at 11pm at the end of my driveway. It was eating something for about 2 minutes.,Complete
-79.72010444,43.43450016,,Sighting,1/10/2018,Coyote sighted wandering aimlessly for about 5 minutes around the traffic circle at the fott of Berkshire Court at about 11:15pm.,Complete
-79.66404605,43.50599051,,Sighting,1/15/2018,crossing the road,Complete
-79.71031018,43.4017371,,Sighting,1/15/2018,"I was out walking my dog, a woman driving by stopped and told me there was a coyote around the corner, behind us. We turned and went home. Saw the coyote as we reached my driveway. Was a full grown adult.",Complete
-79.65231504,43.4701029,,Sighting,1/16/2018,,Complete
-79.71878719,43.3786897,,Sighting,1/16/2018,Arriving home saw two coyotes in front of my house and my neighbors,Complete
-79.65229423,43.47006564,,Sighting,1/16/2018,,Complete
-79.64698742,43.46051713,,Sighting,1/17/2018,"2 healthy looking large coyotes walking around Gairloch gardens in broad daylight at 9:30 am.
Crossing field from in front of gallery and walking up by the creek at gardener's shed.",Complete
-79.72191344,43.46124567,,Sighting,1/16/2018,"Coyote walking southbound on the sidewalk of Neyagawa Blvd towards Upper Middle Road, just south of Munn's Ave.",Complete
-79.69966425,43.42824,,Sighting,1/17/2018,Was walking dog in front yard when Coyote approached and kept walking past us.,Complete
-79.65410045,43.47052781,,Sighting,1/17/2018,Pair of coyotes running north on Wedgewood drive - early evening.  Turned into Wedgewood Park behind OT High School.,Complete
-79.6475295,43.460478,,Sighting,1/18/2018,There were two coyotes. Both looked to be healthy. They were in Gairloch Gardens near  Lakeshore. My dog noticed them first we where on the other side of the street. They ran East on Lakeshore and then turned into Ennisclaire.,Complete
-79.71140553,43.43293171,,Sighting,1/19/2018,Coyote observed with no interaction,Complete
-79.64736735,43.47477352,,Sighting,1/18/2018,coming home in my vehicle about to pull into my driveway at 266 Pinehurst Drive and noticed a large coyote on my front lawn property. It appeared alert and healthy. It walked across my neighbours property to the north side and continued towards Gatestone,Complete
-79.64736735,43.47477352,,Encounter,1/19/2018,Walked out my front door to take my two dogs for a walk. Heard what sounded like barking and then howling. Suddenly realized that there were two large coyotes standing in front of my house. I quickly went inside and watched the coyotes trot away.,Complete
-79.7473074,43.46643535,,Sighting,1/19/2018,Running across Neyagawa at Sixteen mile drive towards housing and dundas market square plaza,Complete
-79.7518446,43.4718148,,Sighting,1/20/2018,"This is the 3rd night I have seen a FOX roaming through the street outside our home - I went to grab our recycling bin and thought it was a dog, but had to come back in after realizing it was a fox.",Complete
-79.67885646,43.45552361,,Sighting,1/21/2018,"Very large Coyote bounded across Reynolds St, just south of Cornwall.",Complete
-79.68408236,43.43699021,,Sighting,1/20/2018,"Saw a coyote laying down underneath the playground slide in Ortona park, looks like sleeping.",Complete
-79.68371113,43.43521837,,Sighting,1/21/2018,"Turned corner and headlights were on one crossing, but it was confused by the post boxes in its way.  Its tail was almost bare, and looked pretty mangy.  Probably the same one was trotting on our street last night but this time looked more distressed.",Complete
-79.66594937,43.49298289,,Sighting,1/21/2018,had a small animal in it's mouth as it ran across Ford (at the corner of Kingsway) from east to west...looked like a small bunny,Complete
-79.71538526,43.46502694,,Sighting,1/19/2018,"walking southbound on Munn's Creek Trail East below Elm Road Park
looked mangy as had no/minimal fur on tail
went down into ravine behind my house",Complete
-79.68562337,43.4361497,,Sighting,1/21/2018,This is the second time a large coyote has been walking down our street in the last week. It looks very disheveled and seems to be limping as well.,Complete
-79.74310667,43.46062125,,Sighting,1/22/2018,Sighted on the street - Valley Forest Way) the evening of January 21.  Seen twice on Jan 22 on the street and emerging from the storm pond area beside 2384 Valley Forest Way.  Did not appear to be aggressive or acting erratically,Complete
-79.769353,43.44174364,,Sighting,1/23/2018,Coyote at Adamvale crescent Oakville,Complete
-79.68397414,43.4369374,,Sighting,1/23/2018,Coyotes have been seen frequently in Ortona Gate Park. This morning the coyote was found under the slide in the children’s playground. Not the first time. A few weeks ago two coyotes spent most of the day sleeping under the slide.,Complete
-79.7668155,43.4366415,,Sighting,1/23/2018,"Saw a ""fox"" on Falling Green that was headed towards the park close to the intersection of Falling Green and Pine Glen. Worried for small children and dogs at the park if it is heading there.",Complete
-79.68415999,43.43704287,,Sighting,1/24/2018,"Coyote is calmly sitting under playground equipment ( a new park)  on Ortona Gate. This is during the day. Coyote is wearing collar with box attached, appears to be “tagged”.",Complete
-79.683426,43.44471,,Sighting,1/24/2018,Two coyotes sighted at the intersection of Kerr St. and Stewart between 8 a.m. and 8:15 a.m.  Sighting is directly in front of daycare and within five minutes walk of Oakwood Public School.,Complete
-79.67981277,43.441166,,Sighting,1/22/2018,running along Deane Avenue toward Trafalgar Park; would describe as 'mangy' looking as it did not have an even fur coat and had 'rat-like' tail,Complete
-79.69571513,43.43221976,,Sighting,1/24/2018,Playground area of pinegrove elementary school,Complete
-79.68177562,43.44586805,,Sighting,1/24/2018,At the corner of Stewart and Bartos during twilight,Complete
-79.69312312,43.4154865,,Encounter,1/24/2018,The coyote we saw was standing in the middle of our street howling - seemed like he was in distress.,Complete
-79.74651309,43.44377003,,Sighting,1/25/2018,Saw a coyote in the woodlot.,Complete
-79.67776257,43.45044276,,Sighting,1/24/2018,Observed a coyote running across a lawn near Forster Park. Have seen foxes before but never a coyote. Appeared to be a mature adult.,Complete
-79.64051,43.47592,,Sighting,1/25/2018,Charnwood Park,Complete
-79.69819394,43.43275788,,Sighting,1/25/2018,"Two coyotes were going down Stephens Crescent, in front of 579, headed towards Wildwood.",Complete
-79.67570014,43.48787127,,Sighting,1/26/2018,,Complete
-79.66525238,43.50501106,,Sighting,1/28/2018,running across the road,Complete
-79.70302064,43.40596872,,Sighting,1/30/2018,Coyote is currently in my backyard under one of our trees.  Very mangy.  Frequent visitor.  Accesses yard through drainage ditch at the bottom of yard.,Complete
-79.7266415,43.4187673,,Encounter,1/27/2018,Was on my street and ran into my property as I approached. Once I pulled into driveway I must have spooked it with my headlights. It then ran back onto the street where a second Coyote ran from my backyard and they both ran west on the street,Complete
-79.64088709,43.47501746,,Sighting,1/30/2018,a pair walking down my street towards Charnwood Dr. This is my first submission but see them at least once a week...either walking on our street or near Lakeshore or Elmhurst. Typically in pairs. We have a small dog and are VERY concerned for her safety.,Complete
-79.64957376,43.47698347,,Sighting,1/30/2018,Observed one coyote walking across front lawn,Complete
